epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.001,0,,,,,,,
0,,9,,0.3622839152812958,,,,,
0,,19,,0.31356972455978394,,,,,
0,,29,,0.2615146338939667,,,,,
0,,39,,0.2258462905883789,,,,,
0,,49,,0.18478769063949585,,,,,
0,,59,,0.17287462949752808,,,,,
0,,69,,0.16192303597927094,,,,,
0,,79,,0.15820787847042084,,,,,
0,,89,,0.16177652776241302,,,,,
0,,99,,0.14529037475585938,,,,,
0,,109,,0.15361976623535156,,,,,
0,,119,,0.145211860537529,,,,,
0,,129,,0.15126542747020721,,,,,
0,,139,,0.1490321159362793,,,,,
0,,149,,0.14176443219184875,,,,,
0,,159,,0.14844772219657898,,,,,
0,,169,,0.1408180147409439,,,,,
0,,179,,0.14809294044971466,,,,,
0,,189,,0.13281042873859406,,,,,
0,,199,,0.14083558320999146,,,,,
0,,209,,0.14201821386814117,,,,,
0,,219,,0.1388004869222641,,,,,
0,,229,,0.14404794573783875,,,,,
0,,239,,0.14290304481983185,,,,,
0,,249,,0.1500685214996338,,,,,
0,,259,,0.14160726964473724,,,,,
0,,269,,0.15052326023578644,,,,,
0,,279,,0.13897450268268585,,,,,
0,,289,,0.14264559745788574,,,,,
0,,299,,0.13876605033874512,,,,,
0,,309,,0.1352764219045639,,,,,
0,,319,,0.13387523591518402,,,,,
0,,324,,,0.17500974237918854,0.7649714350700378,0.25742194056510925,0.48921120166778564,0.11117502301931381
0,,324,0.17055632174015045,,,,,,
,0.001,325,,,,,,,
1,,329,,0.1451387256383896,,,,,
1,,339,,0.14068076014518738,,,,,
1,,349,,0.14277350902557373,,,,,
1,,359,,0.1354091614484787,,,,,
1,,369,,0.133713960647583,,,,,
1,,379,,0.13051095604896545,,,,,
1,,389,,0.13801206648349762,,,,,
1,,399,,0.13340695202350616,,,,,
1,,409,,0.14119893312454224,,,,,
1,,419,,0.14197377860546112,,,,,
1,,429,,0.13281996548175812,,,,,
1,,439,,0.14024494588375092,,,,,
1,,449,,0.1314452886581421,,,,,
1,,459,,0.13272707164287567,,,,,
1,,469,,0.13656266033649445,,,,,
1,,479,,0.13795168697834015,,,,,
1,,489,,0.13557736575603485,,,,,
1,,499,,0.13971173763275146,,,,,
1,,509,,0.13837476074695587,,,,,
1,,519,,0.140611931681633,,,,,
1,,529,,0.13246411085128784,,,,,
1,,539,,0.14198079705238342,,,,,
1,,549,,0.1409093588590622,,,,,
1,,559,,0.13661368191242218,,,,,
1,,569,,0.13658379018306732,,,,,
1,,579,,0.12876464426517487,,,,,
1,,589,,0.13856755197048187,,,,,
1,,599,,0.13882139325141907,,,,,
1,,609,,0.13946111500263214,,,,,
1,,619,,0.13688458502292633,,,,,
1,,629,,0.14546827971935272,,,,,
1,,639,,0.1402331441640854,,,,,
1,,649,,0.14228945970535278,,,,,
1,,649,,,0.17093650996685028,0.6766220927238464,0.24592648446559906,0.40975436568260193,0.10454481840133667
1,,649,0.13796277344226837,,,,,,
,0.001,650,,,,,,,
2,,659,,0.13703401386737823,,,,,
2,,669,,0.14010201394557953,,,,,
2,,679,,0.13361452519893646,,,,,
2,,689,,0.1411096453666687,,,,,
2,,699,,0.14064471423625946,,,,,
2,,709,,0.13318555057048798,,,,,
2,,719,,0.13981091976165771,,,,,
2,,729,,0.13567455112934113,,,,,
2,,739,,0.13433195650577545,,,,,
2,,749,,0.137580007314682,,,,,
2,,759,,0.14135219156742096,,,,,
2,,769,,0.13934287428855896,,,,,
2,,779,,0.1318504810333252,,,,,
2,,789,,0.1408763974905014,,,,,
2,,799,,0.13107545673847198,,,,,
2,,809,,0.13721822202205658,,,,,
2,,819,,0.13167931139469147,,,,,
2,,829,,0.13698183000087738,,,,,
2,,839,,0.13602937757968903,,,,,
2,,849,,0.12885139882564545,,,,,
2,,859,,0.1417640596628189,,,,,
2,,869,,0.13663049042224884,,,,,
2,,879,,0.1364295482635498,,,,,
2,,889,,0.13808080554008484,,,,,
2,,899,,0.1386551558971405,,,,,
2,,909,,0.1375802606344223,,,,,
2,,919,,0.13557060062885284,,,,,
2,,929,,0.13535051047801971,,,,,
2,,939,,0.13588905334472656,,,,,
2,,949,,0.13548989593982697,,,,,
2,,959,,0.13286171853542328,,,,,
2,,969,,0.13044925034046173,,,,,
2,,974,,,0.17207078635692596,0.7093526721000671,0.24788545072078705,0.4274789094924927,0.10422881692647934
2,,974,0.13655740022659302,,,,,,
,0.001,975,,,,,,,
3,,979,,0.1306435912847519,,,,,
3,,989,,0.1323770135641098,,,,,
3,,999,,0.1356010138988495,,,,,
3,,1009,,0.13579367101192474,,,,,
3,,1019,,0.13152973353862762,,,,,
3,,1029,,0.1330738216638565,,,,,
3,,1039,,0.13288088142871857,,,,,
3,,1049,,0.13643360137939453,,,,,
3,,1059,,0.13127078115940094,,,,,
3,,1069,,0.1333494782447815,,,,,
3,,1079,,0.13583427667617798,,,,,
3,,1089,,0.13619576394557953,,,,,
3,,1099,,0.13174211978912354,,,,,
3,,1109,,0.14322514832019806,,,,,
3,,1119,,0.12997756898403168,,,,,
3,,1129,,0.13345396518707275,,,,,
3,,1139,,0.13825447857379913,,,,,
3,,1149,,0.13229960203170776,,,,,
3,,1159,,0.13142311573028564,,,,,
3,,1169,,0.12956039607524872,,,,,
3,,1179,,0.1370825618505478,,,,,
3,,1189,,0.13546998798847198,,,,,
3,,1199,,0.13232575356960297,,,,,
3,,1209,,0.13025788962841034,,,,,
3,,1219,,0.14036531746387482,,,,,
3,,1229,,0.13582900166511536,,,,,
3,,1239,,0.13421599566936493,,,,,
3,,1249,,0.1414835900068283,,,,,
3,,1259,,0.14570410549640656,,,,,
3,,1269,,0.1334993988275528,,,,,
3,,1279,,0.1354977935552597,,,,,
3,,1289,,0.129808247089386,,,,,
3,,1299,,0.1344367265701294,,,,,
3,,1299,,,0.17950838804244995,0.8132322430610657,0.26514342427253723,0.4688374996185303,0.11142347007989883
3,,1299,0.1359708160161972,,,,,,
,0.001,1300,,,,,,,
4,,1309,,0.13550131022930145,,,,,
4,,1319,,0.1383260041475296,,,,,
4,,1329,,0.13856829702854156,,,,,
4,,1339,,0.13812698423862457,,,,,
4,,1349,,0.1387338489294052,,,,,
4,,1359,,0.13275302946567535,,,,,
4,,1369,,0.13227592408657074,,,,,
4,,1379,,0.1307709664106369,,,,,
4,,1389,,0.14390957355499268,,,,,
4,,1399,,0.13369221985340118,,,,,
4,,1409,,0.13896465301513672,,,,,
4,,1419,,0.13939489424228668,,,,,
4,,1429,,0.1279178410768509,,,,,
4,,1439,,0.13885833323001862,,,,,
4,,1449,,0.1290082484483719,,,,,
4,,1459,,0.1355271190404892,,,,,
4,,1469,,0.12950608134269714,,,,,
4,,1479,,0.13420391082763672,,,,,
4,,1489,,0.13535916805267334,,,,,
4,,1499,,0.13650082051753998,,,,,
4,,1509,,0.13810206949710846,,,,,
4,,1519,,0.13347551226615906,,,,,
4,,1529,,0.13847486674785614,,,,,
4,,1539,,0.13154400885105133,,,,,
4,,1549,,0.1367257535457611,,,,,
4,,1559,,0.13387669622898102,,,,,
4,,1569,,0.1397036463022232,,,,,
4,,1579,,0.13681526482105255,,,,,
4,,1589,,0.13320505619049072,,,,,
4,,1599,,0.12399286776781082,,,,,
4,,1609,,0.14077292382717133,,,,,
4,,1619,,0.13511811196804047,,,,,
4,,1624,,,0.1839282363653183,0.8471654057502747,0.26359301805496216,0.4755030870437622,0.1099148616194725
4,,1624,0.13533475995063782,,,,,,
,0.001,1625,,,,,,,
5,,1629,,0.13709460198879242,,,,,
5,,1639,,0.1313238888978958,,,,,
5,,1649,,0.13877618312835693,,,,,
5,,1659,,0.14316600561141968,,,,,
5,,1669,,0.14188127219676971,,,,,
5,,1679,,0.13552308082580566,,,,,
5,,1689,,0.13482946157455444,,,,,
5,,1699,,0.13647334277629852,,,,,
5,,1709,,0.13918550312519073,,,,,
5,,1719,,0.13930679857730865,,,,,
5,,1729,,0.13599221408367157,,,,,
5,,1739,,0.13265864551067352,,,,,
5,,1749,,0.14156053960323334,,,,,
5,,1759,,0.12941782176494598,,,,,
5,,1769,,0.13318318128585815,,,,,
5,,1779,,0.1322920173406601,,,,,
5,,1789,,0.12760044634342194,,,,,
5,,1799,,0.1377001404762268,,,,,
5,,1809,,0.1316053420305252,,,,,
5,,1819,,0.13395562767982483,,,,,
5,,1829,,0.13763491809368134,,,,,
5,,1839,,0.13448496162891388,,,,,
5,,1849,,0.14411930739879608,,,,,
5,,1859,,0.13323529064655304,,,,,
5,,1869,,0.13097108900547028,,,,,
5,,1879,,0.1280049830675125,,,,,
5,,1889,,0.13539448380470276,,,,,
5,,1899,,0.1301269829273224,,,,,
5,,1909,,0.12756173312664032,,,,,
5,,1919,,0.13966475427150726,,,,,
5,,1929,,0.1391124427318573,,,,,
5,,1939,,0.1336127072572708,,,,,
5,,1949,,0.1353982836008072,,,,,
5,,1949,,,0.17617149651050568,0.7825252413749695,0.26016175746917725,0.4586724042892456,0.10922110080718994
5,,1949,0.13476325571537018,,,,,,
,0.001,1950,,,,,,,
6,,1959,,0.13008277118206024,,,,,
6,,1969,,0.13720864057540894,,,,,
6,,1979,,0.1426161378622055,,,,,
6,,1989,,0.13414490222930908,,,,,
6,,1999,,0.13453656435012817,,,,,
6,,2009,,0.13705676794052124,,,,,
6,,2019,,0.13460728526115417,,,,,
6,,2029,,0.13282203674316406,,,,,
6,,2039,,0.13377152383327484,,,,,
6,,2049,,0.1345020979642868,,,,,
6,,2059,,0.13383901119232178,,,,,
6,,2069,,0.13727842271327972,,,,,
6,,2079,,0.13293679058551788,,,,,
6,,2089,,0.12568791210651398,,,,,
6,,2099,,0.1365356594324112,,,,,
6,,2109,,0.13344897329807281,,,,,
6,,2119,,0.1369379609823227,,,,,
6,,2129,,0.12946884334087372,,,,,
6,,2139,,0.12743115425109863,,,,,
6,,2149,,0.13700781762599945,,,,,
6,,2159,,0.13401444256305695,,,,,
6,,2169,,0.14088137447834015,,,,,
6,,2179,,0.13218139111995697,,,,,
6,,2189,,0.13124459981918335,,,,,
6,,2199,,0.14196844398975372,,,,,
6,,2209,,0.1307259351015091,,,,,
6,,2219,,0.14229770004749298,,,,,
6,,2229,,0.13274386525154114,,,,,
6,,2239,,0.13667595386505127,,,,,
6,,2249,,0.13029257953166962,,,,,
6,,2259,,0.13949203491210938,,,,,
6,,2269,,0.13471947610378265,,,,,
6,,2274,,,0.17658917605876923,0.7779281139373779,0.26684319972991943,0.46857360005378723,0.11059752851724625
6,,2274,0.1342480629682541,,,,,,
,0.001,2275,,,,,,,
7,,2279,,0.13485276699066162,,,,,
7,,2289,,0.1262715607881546,,,,,
7,,2299,,0.13055334985256195,,,,,
7,,2309,,0.13350996375083923,,,,,
7,,2319,,0.1323850452899933,,,,,
7,,2329,,0.13140369951725006,,,,,
7,,2339,,0.13128580152988434,,,,,
7,,2349,,0.13619710505008698,,,,,
7,,2359,,0.14245572686195374,,,,,
7,,2369,,0.13178284466266632,,,,,
7,,2379,,0.13717663288116455,,,,,
7,,2389,,0.14198052883148193,,,,,
7,,2399,,0.1302555352449417,,,,,
7,,2409,,0.14493714272975922,,,,,
7,,2419,,0.13438567519187927,,,,,
7,,2429,,0.13155730068683624,,,,,
7,,2439,,0.1329725831747055,,,,,
7,,2449,,0.13897822797298431,,,,,
7,,2459,,0.13732077181339264,,,,,
7,,2469,,0.13601435720920563,,,,,
7,,2479,,0.1370476931333542,,,,,
7,,2489,,0.12997061014175415,,,,,
7,,2499,,0.1315801739692688,,,,,
7,,2509,,0.13025614619255066,,,,,
7,,2519,,0.1377776861190796,,,,,
7,,2529,,0.1315331757068634,,,,,
7,,2539,,0.1285959929227829,,,,,
7,,2549,,0.13497164845466614,,,,,
7,,2559,,0.1357811689376831,,,,,
7,,2569,,0.13112527132034302,,,,,
7,,2579,,0.13351400196552277,,,,,
7,,2589,,0.13073313236236572,,,,,
7,,2599,,0.13388623297214508,,,,,
7,,2599,,,0.17527727782726288,0.7862897515296936,0.2590724527835846,0.4552176892757416,0.1084279716014862
7,,2599,0.13377681374549866,,,,,,
